Open_Time_NY,Open,High,Low,Close
2026-03-08 16:00:00,1942.26,1967.49,1929.9,1964.17
2026-03-08 20:00:00,1963.99,1966.34,1922.33,1938.62
2026-03-09 00:00:00,1936.27,1996.56,1935.37,1974.18
2026-03-09 04:00:00,1976.84,2009.86,1967.29,1981.88
2026-03-09 08:00:00,1983.47,2015.99,1980.69,1993.46
2026-03-09 12:00:00,1993.15,2028.92,1993.15,2022.63
2026-03-09 16:00:00,2023.73,2046.7,2008.63,2032.86
2026-03-09 20:00:00,2035.23,2035.23,1992.36,1992.36
2026-03-10 00:00:00,1992.92,2050.42,1992.92,2027.71
2026-03-10 04:00:00,2027.29,2053.84,2027.29,2051.15
2026-03-10 08:00:00,2051.94,2069.17,2051.94,2064.38
2026-03-10 12:00:00,2061.75,2081.61,2013.1,2071.36
2026-03-10 16:00:00,2079.84,2084.64,2030.19,2035.45
2026-03-10 20:00:00,2036.7,2045.01,2022.95,2035.21
2026-03-11 00:00:00,2036.15,2038.56,2020.05,2020.73
2026-03-11 04:00:00,2021.13,2039.35,2010.47,2013.54
2026-03-11 08:00:00,2012.69,2031.26,2010.95,2019.37
2026-03-11 12:00:00,2018.11,2078.59,2015.63,2049.21
2026-03-11 16:00:00,2050.37,2082.55,2050.37,2076.75
2026-03-11 20:00:00,2075.59,2080.29,2050.74,2051.73
2026-03-12 00:00:00,2052.16,2056.45,2020.71,2022.35
2026-03-12 04:00:00,2023.11,2039.83,2020.85,2039.83
2026-03-12 08:00:00,2040.08,2074.28,2038.92,2064.64
2026-03-12 12:00:00,2063.37,2080.91,2041.7,2071.99
2026-03-12 16:00:00,2071.05,2074.2,2049.1,2071.15
2026-03-12 20:00:00,2071.53,2085.76,2056.83,2076.52
2026-03-13 00:00:00,2073.08,2144.45,2073.08,2114.26
2026-03-13 04:00:00,2118.48,2118.64,2094.78,2098.91
2026-03-13 08:00:00,2100.35,2130.75,2093.86,2121.72
2026-03-13 12:00:00,2127.41,2200.03,2127.41,2127.92
2026-03-13 16:00:00,2127.8,2140.3,2094.88,2102.71
2026-03-13 20:00:00,2102.71,2115.5,2081.69,2093.01
2026-03-14 00:00:00,2090.26,2102.13,2085.47,2101.06
2026-03-14 04:00:00,2100.5,2105.38,2074.71,2078.3
2026-03-14 08:00:00,2077.96,2080.72,2063.26,2073.42
2026-03-14 12:00:00,2076.84,2079.44,2071.06,2074.82
2026-03-14 16:00:00,2072.34,2079.16,2072.34,2077.41
2026-03-14 20:00:00,2076.83,2097.34,2076.83,2096.56
2026-03-15 00:00:00,2094.21,2103.75,2084.37,2095.15
2026-03-15 04:00:00,2095.85,2113.31,2095.85,2105.49
2026-03-15 08:00:00,2107.4,2120.83,2107.4,2119.87
2026-03-15 12:00:00,2118.2,2118.2,2088.51,2094.22
2026-03-15 16:00:00,2095.03,2113.45,2091.38,2113.45
2026-03-15 20:00:00,2112.87,2197.2,2112.12,2175.06
2026-03-16 00:00:00,2177.72,2245.34,2167.27,2237.7
2026-03-16 04:00:00,2239.67,2283.8,2239.67,2249.47
2026-03-16 08:00:00,2255.19,2277.38,2242.08,2270.53
2026-03-16 12:00:00,2280.39,2301.6,2262.94,2273.04
2026-03-16 16:00:00,2274.73,2339.78,2274.73,2332.02
2026-03-16 20:00:00,2327.12,2377.64,2326.05,2351.17
2026-03-17 00:00:00,2344.25,2368.4,2311.55,2319.33
2026-03-17 04:00:00,2320.99,2336.29,2299.9,2326.56
2026-03-17 08:00:00,2331.85,2331.85,2309.44,2327.57
2026-03-17 12:00:00,2326.97,2355.45,2308.06,2315.93
2026-03-17 16:00:00,2315.94,2340.24,2315.94,2321.0
2026-03-17 20:00:00,2323.19,2340.48,2318.12,2318.12
2026-03-18 00:00:00,2318.29,2344.48,2310.14,2341.13
2026-03-18 04:00:00,2340.99,2341.06,2315.3,2318.17
2026-03-18 08:00:00,2321.0,2332.42,2268.65,2269.39
2026-03-18 12:00:00,2264.97,2264.97,2180.37,2183.65
2026-03-18 16:00:00,2188.71,2216.18,2174.77,2185.0
2026-03-18 20:00:00,2183.62,2205.13,2168.5,2203.38
2026-03-19 00:00:00,2203.74,2230.62,2189.1,2212.49
2026-03-19 04:00:00,2212.28,2212.28,2145.93,2167.23
2026-03-19 08:00:00,2166.06,2187.65,2159.48,2167.02
2026-03-19 12:00:00,2163.75,2163.75,2104.6,2120.37
2026-03-19 16:00:00,2120.45,2153.17,2107.65,2142.69
2026-03-19 20:00:00,2142.0,2152.84,2133.26,2137.45
2026-03-20 00:00:00,2136.1,2159.22,2135.16,2152.1
2026-03-20 04:00:00,2153.19,2158.08,2126.33,2151.04
2026-03-20 08:00:00,2148.24,2170.04,2134.57,2140.66
2026-03-20 12:00:00,2141.59,2148.47,2122.5,2133.51
2026-03-20 16:00:00,2136.92,2141.02,2118.34,2132.47
2026-03-20 20:00:00,2133.44,2162.83,2124.82,2146.97
2026-03-21 00:00:00,2146.33,2156.23,2145.37,2153.25
2026-03-21 04:00:00,2154.97,2160.35,2150.84,2155.0
2026-03-21 08:00:00,2154.8,2158.28,2150.87,2156.84
